,weight,CONS_Total,vatax,table_row
3570,94.13754,95244.36347562812,8400.077020473407,9
3881,87.20996,95538.5644372101,5213.113125771186,9
6365,18.860285,95576.93847567732,2083.710288769785,9
6650,8.268382,95615.31251414452,6867.03418370816,9
8077,33.233223,95615.31251414453,13741.743175109761,9
1292,205.54321,95743.22597570193,2972.0692792858176,9
4380,44.67143,95745.40050454842,13083.954594723995,9
4595,41.872097,95935.09616803801,3246.4436543264064,9
681,56.51165,95960.67886034946,7981.8000011807635,9
4130,20.287352,96001.61116804785,14256.339030955121,9
3334,158.54305,96011.84424497245,11999.561828698195,9
3606,53.27932,96267.6711680872,12663.432694181014,9
820,87.6315,96293.25386039868,4284.4613948645765,9
3494,154.19025,96318.83655271016,12158.814088337134,9
3163,97.15881,96357.21059117738,4814.023125712147,9
2962,24.874031,96459.54136042327,4952.169664194122,9
4288,48.66972,96600.2461681364,12634.652165330604,9
7384,21.870773,96675.20345660903,8827.678931113587,9
1753,87.177376,96740.95097584953,5704.30081815154,9
3854,121.82323,96753.74232200529,460.48846160658235,10
6203,121.09514,96779.32501431674,6638.70865482823,10
4279,36.542923,96817.69905278395,10725.54375158665,10
3211,54.32797,96868.86443740691,5995.943510502375,10
2941,15.618823,97117.01655282822,6881.232577941029,10
8001,30.57457,97239.81347592332,4854.315866102721,10
789,147.25504,97290.97886054628,2805.1422119534313,10
1700,43.312157,97303.770206702,4178.932789079737,10
709,212.86377,97342.14424516921,5299.454712322418,10
3831,11.998966,97367.72693748072,5437.601250804395,10
4200,6.1944494,97406.10097594792,6661.733077908558,10
5752,38.3758,97534.01443750529,3829.729039028077,10
1161,55.20113,97546.80578366105,5195.844808460939,10
7561,6.4490743,97610.76251443973,4554.998366058445,10
629,326.54654,97649.13655290693,3848.9160582616837,10
3883,87.20996,97674.71924521844,2586.410192690305,10
6581,34.501705,97687.51059137416,16019.242358138983,10
5979,187.94548,97698.5111490681,12110.577921983848,10
6884,25.782467,97722.30305291776,2935.076706203422,10
7071,36.291626,97725.88462984136,2870.3780773476965,10
6289,26.83466,97751.46732215285,10763.917790053862,10
6472,28.112497,97795.59746639013,6075.473705225679,10
1513,114.54365,97853.79809139874,4885.015096876495,10
3096,26.228762,97930.54616833321,6857.440674091356,10
6153,227.04887,98032.8769375791,7713.181731910256,10
7115,32.560333,98071.25097604631,7901.21452039961,10
6114,227.18774,98084.04232220203,7905.051924246329,10
7843,36.54446,98108.98544720573,14601.225701679214,10
1185,28.085289,98146.71991836518,7511.526159765038,10
3618,69.04878,98178.69828375451,10985.335992009692,10
286,55.652454,98288.70386069387,7022.449039500381,10
7374,3.5273938,98339.86924531683,6726.968943302824,10
6652,8.268382,98391.03462993976,10430.063655389089,10
1771,42.733105,98504.87761072583,11368.117025720167,10
7969,20.657774,98544.53078380863,11358.715386295698,10
8308,112.25759,98731.28443768242,12449.689299918628,10
4512,34.058643,98774.7750146119,3668.5580774657724,10
3882,87.20996,98855.3604953931,4421.2648420002,10
7133,20.65163,99145.72405312836,6164.789279758121,10
3587,58.306698,99158.51539928408,9347.915770613621,10
7375,3.5273938,99184.09809159557,6066.935481666724,10
6396,21.180649,99187.80758198073,8252.893395932402,10
6532,20.445454,99235.26347621848,7609.571828048773,10
1836,51.473965,99235.26347621853,13102.815434630631,10
3331,158.54305,99631.79520704641,14488.1182232971,10
3879,177.96039,99714.04356282779,3552.342301967811,10
7043,30.693413,99721.33463013658,6853.603270244636,10
4172,9.430191,99798.08270707098,9075.460097496392,10
3884,87.20996,99849.24809169395,1703.8073079443548,10
1212,119.60596,99900.41347631691,7486.774904953686,10
945,73.54543,99906.04166862542,3984.0694217432165,10
6255,475.77917,100028.32693787428,5042.348654592078,10
526,196.74655,100167.24095712558,9184.557488858685,10
706,212.86377,100271.36251483331,14382.589617512253,10
8158,30.370056,100386.48463023495,7878.19009731928,10
1151,88.78912,100437.65001485789,4823.61663532895,10
2980,17.629166,100488.81539948087,5556.560770052761,10
7560,6.4490743,100527.18943794808,6964.8879817995585,10
6059,86.38418,100565.56347641532,4769.892981474851,10
7911,7.9536943,100655.10289950547,8223.556443524218,10
7392,17.688889,100744.64232259565,12532.960963392485,10
2041,43.588688,100757.43366875139,4576.104087215413,10
1135,110.92172,100795.80770721861,5629.47144314047,10
7994,35.037315,100872.555784153,7586.547404968444,10
8069,44.575405,101064.42597648909,14146.589280938884,10
7210,37.098106,101102.80001495632,6477.537693265926,10
539,208.89374,101141.17405342354,7016.692933730299,10
8079,33.233223,101281.87886113663,1009.2372116877598,10
782,147.25504,101281.87886113663,2360.003365733735,10
7880,14.864314,101409.79232269405,5050.0234622855205,10
2731,18.708504,101537.70578425142,8756.955578218509,10
6441,10.393106,101541.41527463659,7897.933540110663,10
2776,42.055122,101614.45386118586,9885.152309154633,10
2541,28.241571,101640.03655349735,2045.33625030257,10
1251,59.44499,101691.20193812031,2218.0194234050377,10
5132,263.86243,101753.87953428339,14468.739333871154,10
7893,13.027424,101780.74136121044,11627.333655566204,10
5881,281.81128,101831.9067458334,6600.334616361015,10
8005,30.57457,101985.40289970225,8306.06062622873,10
2008,65.27127,102023.77693816951,4090.67250060514,10
3052,11.962647,102113.31636125963,3413.3707216587914,10
7112,32.560333,102126.10770741536,8687.882308977521,10
7928,21.712374,102151.69039972684,10856.015482375178,10
8118,23.49589,102177.27309203833,11090.097117025192,10
5786,89.62013,102369.27119783597,3916.089812598544,10
5880,281.81128,102509.84809208752,4271.0304814010515,10
3836,11.998966,102586.59616902194,3046.898654296886,10
3338,158.54305,102676.13559211213,12813.091444203154,10
1471,99.90126,102676.13559211217,2584.491490766944,10
4701,215.22676,102681.76378442068,3979.3877890502167,10
1105,309.6829,102727.30097673509,3820.1355294112736,10
446,33.06623,102778.46636135803,2789.792596566545,10
4526,51.98695,102816.84039982525,1976.2629810615829,10
6710,17.83481,103034.29328447283,9482.224905248875,10
6687,25.719946,103047.08463062855,8315.654135845534,10
4349,32.51203,103149.41539987447,4299.811010251464,10
86,40.371567,103277.32886143183,8868.240289773432,10
1776,42.733105,103405.24232298924,3445.988654355925,10
753,56.47284,103430.82501530071,5560.398173899481,10
3917,86.14643,103481.99039992364,5050.0234622855205,10
7913,7.9536943,103481.99039992366,14635.858271395875,10
7695,13.619173,103737.81732303844,5967.1629816519635,10
5806,367.36108,103847.56707305467,4466.738077583849,10
2964,24.874031,103891.3134769073,4789.080000708456,10
85,40.371567,104019.22693846465,5575.747789286368,10
4494,28.20857,104083.18366924334,3795.1924044075836,10
7915,7.9536943,104095.97501539908,11669.545097880138,10
152,28.634676,104198.305784645,3887.2900967288997,10
3234,79.86316,104223.8884769565,8027.848847341422,10
3833,11.998966,104262.2625154237,8325.247645462334,10
2164,16.414694,104298.07828465976,15978.565877363735,10
7769,22.213478,104300.63655389092,6212.756827842141,10
200,39.42824,104300.63655389093,6880.465097171687,10
2934,22.875942,104361.011707746,3652.6712255403463,10
1225,67.67703,104415.75866929255,1747.9374521816526,10
6637,12.778408,104454.13270775978,5168.982981533888,10
4,102.17764,104505.29809238276,6189.732404761812,10
6309,9.74755,104543.67213084994,9119.590241733693,10
1132,110.92172,104612.13141547548,5468.97586465519,10
7885,14.864314,104646.00290009587,7999.068318491008,10
816,128.22206,104658.79424625158,3415.289423582153,10
6106,213.509,104658.7942462516,9397.802020621002,11
3041,6.6599073,104697.16828471879,3839.322548644881,11
3326,58.939434,104709.95963087454,7218.156635683179,11
6978,7.5198865,104761.1250154975,12225.96865565476,11
1871,59.000076,104812.29040012044,6080.366395130249,11
6245,215.5185,104825.08174627618,3233.0127408628805,11
2155,28.826862,104889.03847705486,14536.085771381117,11
6936,4.557507,104927.4125155221,12989.612021152345,11
7573,26.487268,105170.44809248115,8873.996395543512,11
1582,23.109745,105170.44809248115,5355.097068099883,11
3495,154.19025,105208.82213094832,7607.65312612541,11
6786,8.756352,105272.77886172701,6485.212500959367,11
3780,147.9282,105362.31828481719,8340.597260849223,11
763,117.26942,105437.40348675137,3028.5366768903245,11
2908,25.97274,105451.85770790736,4608.722019912545,11
2742,30.687809,105596.27200600566,6253.60599179049,11
5762,174.11394,105605.35386177624,6730.806347149544,11
6321,27.396257,105810.01540026802,3027.7116350632787,11
800,89.676605,105923.34672720789,6678.732776949535,11
429,48.016304,105980.01239067782,10502.9743284768,11
1025,190.70271,106193.75578494021,3864.2656736485715,11
3487,170.756,106244.92116956317,5472.137885424889,11
720,71.636055,106308.87790034182,14069.841204004451,11
6188,237.85577,106321.6692464976,6615.684231747901,11
2271,33.69747,106321.79715995915,19538.160872601857,11
5503,408.79108,106345.58906380883,1880.327884893545,11
1983,813.6556,106347.25193880906,3307.8421158739507,11
2612,99.4285,106360.0432849648,10148.01447265506,11
2007,65.27127,106369.25305419695,15690.607092705755,11
1888,40.751556,106436.79136189922,3622.5092313051146,11
2061,31.035814,106462.3740542107,5151.714664223641,11
7922,21.712374,106500.74809267794,10046.32327071694,11
2047,43.588688,106590.28751576808,14835.403271425395,11
3145,166.02797,106692.618285014,6009.374423965901,11
2326,38.39344,106910.07116966153,11984.212213311304,11
2781,48.005577,106977.73739082541,7013.411953441352,11
6109,213.509,106999.6105927517,3472.850481282975,11
1238,80.85772,107012.40193890744,3250.2810581731273,11
1399,148.207,107112.17443892221,5249.568462315039,11
6043,170.50514,107140.31540046484,8331.00375123242,11
4150,317.315,107195.27981489603,11712.326394665313,11
425,48.016304,107196.98106393477,5363.59691762037,11
3580,58.306698,107268.22886202221,4006.249615977267,11
293,21.042149,107281.02020817796,2014.6370195287982,11
3088,3.5855932,107281.02020817799,2973.9879812091785,11
2492,43.399883,107293.8115543337,4931.063943037154,11
6028,124.206345,107357.76828511238,4407.258317959666,11
764,117.26942,107366.97805434455,3202.8699336468835,11
6501,27.466236,107421.72501589108,9083.134905189838,11
3340,90.01083,107588.01251591566,8043.198462728303,11
133,68.15318,107626.3865543829,2881.890288887861,11
4544,16.802084,107664.76059285013,1283.6115867283484,11
3500,140.36891,107688.55249669978,12461.700373958865,11
6277,27.643959,107690.3432851616,8194.775914673806,11
4325,33.32862,107741.50866978455,8321.410241615615,11
6842,19.007757,107741.50866978455,15044.541781071719,11
883,132.31612,107891.42324672978,10980.193870855086,11
6342,22.14924,107907.79616980914,2248.7186541788114,11
2012,12.369762,108099.66636214522,14530.329665611036,11
3328,58.939434,108125.2490544567,8833.70365515294,11
229,46.043842,108143.5406794594,8013.324273781578,11
761,117.26942,108189.20578523539,6531.261347120026,11
682,56.51165,108265.9538621698,9938.875963008735,11
4636,36.481667,108381.07597757145,1492.7500963746713,11
4693,331.69144,108487.11623720254,8914.289135934092,11
2994,23.808462,108521.78078528459,8085.409905042245,11
6412,12.151855,108534.5721314403,8749.280770525065,11
6346,22.14924,108585.73751606328,4718.088029544109,11
961,251.97461,108624.11155453048,6439.16365479871,11
2165,16.414694,108688.06828530916,10182.55110727555,11
2104,57.778572,108726.44232377638,5030.836443051912,11
1259,59.44499,108742.94316031731,9214.163059536144,11
1864,26.315783,108777.60770839936,3868.1030774952924,11
3339,158.54305,108826.21482379115,15468.191165749773,11
3273,117.34544,108879.93847764526,12153.057982567054,11
3414,54.38524,109046.22597766988,9012.14293402549,11
7845,36.54446,109097.39136229281,13693.775627025743,11
3646,76.16705,109155.97572768609,7910.808030016412,11
1884,40.751556,109199.72213153874,5713.894327768344,11
2697,38.8643,109340.42693925183,4274.867885247773,11
723,71.636055,109447.74633349848,15816.876866282126,11
735,89.918045,109528.7155546643,4435.501610271536,11
5833,815.89355,109570.67117005514,6995.587212573331,11
948,73.54543,109806.54359316693,7334.122979931103,11
8008,30.57457,109835.70786240204,16413.957717812762,11
842,146.05061,109852.08078548136,7028.205145270464,11
5792,114.57162,109890.45482394862,3823.9729332579946,11
7903,12.384259,110018.36828550597,11220.568847813724,11
3318,125.37223,110184.65578553057,7778.417597304521,11
1230,80.85772,110261.40386246501,3208.069615859191,12
3947,90.298065,110299.77790093223,2171.97057724438,12
6240,215.5185,110363.7346317109,3399.9398081952663,12
1477,99.90126,110414.90001633388,3392.265000501824,12
6626,17.141768,110542.81347789124,10412.795338078846,12
3796,101.49925,110593.9788625142,1722.9943271779625,12
5972,187.94548,110734.68367022734,6684.757500988889,12
2949,15.618823,110747.47501638308,9205.931828284927,12
6618,15.618056,110773.05770869454,12820.766251896597,12
3335,158.54305,110824.22309331747,5571.910385439647,12
5804,367.36108,110824.22309331753,8457.63807817423,12
6656,8.268382,110835.22365101142,6907.3269240987365,12
1258,59.44499,110900.97117025193,8263.849183914792,12
7358,24.085175,110977.71924718638,9006.386828255407,12
5891,242.88655,111054.46732412078,10053.998078410381,12
5737,721.5432,111179.82251644702,15145.849242625165,12
1533,55.552864,111237.2556606863,7308.892049638911,12
8143,25.81471,111361.45963185851,11113.121540105521,12
905,187.0715,111479.14001649129,11541.375809399642,12
2183,19.719496,111493.08258380105,5670.320607088819,12
3215,54.32797,111502.16443957161,9056.273078262786,12
1371,107.98958,111553.32982419457,11646.52067479981,12
1397,148.207,111606.54182420246,5873.453579715025,12
7678,4.2993827,111719.61732421919,7179.782597215963,12
2512,34.016243,111745.20001653064,12985.774617305622,12
6551,9.132086,111835.25109346709,11157.328432419754,12
1604,54.658108,111924.27886271098,6703.944520222494,12
618,187.1712,111937.07020886676,6345.147260554035,12
2227,33.175076,111962.65290117823,7889.702308859443,12
7175,54.29944,112077.77501657985,5878.902693177368,12
1029,190.70271,112114.35826658527,5360.853173869963,12
7347,20.766157,112320.81059353889,11283.886011284629,12
688,56.51165,112414.05950701423,9916.407963486185,12
5893,242.88655,112505.00597818152,11534.084742090872,12
619,187.1712,112615.01155512087,10000.27442455628,12
4549,16.802084,112666.17693974382,4282.542692941216,12
6088,404.87186,112678.96828589958,6151.358366294597,12
6286,26.83466,112691.7596320553,11792.342020975231,12
566,482.22647,112730.13367052254,5126.771539219951,12
6917,25.330143,112900.25857439384,6336.129361514237,12
4620,36.37309,113113.8740551947,3309.7608177973107,12
1111,84.210594,113177.83078597335,3104.4597119977097,12
965,251.97461,113241.78751675205,6765.342981770041,12
6492,29.237001,113280.16155521927,12272.01750181542,12
2171,6.5544786,113280.1615552193,7383.165001092204,12
7330,11.869155,113305.74424753075,6865.1154817848,12
6906,72.4451,113328.00118984174,10368.166331341476,12
2763,26.924545,113382.49232446519,7118.38413566842,12
926,409.7531,113452.84472832177,1726.8317310246844,12
7923,21.712374,113484.82309371108,14616.67125216227,12
6579,21.526144,113638.31924757993,5717.731731615066,12
8136,23.546463,113689.48463220288,2486.6376926755447,12
5781,89.62013,113791.81540144881,8488.337308948001,12
3232,79.86316,113817.39809376029,5268.755481548647,12
6192,224.02777,113855.77213222752,6525.505241349945,12
6075,203.73329,113932.5202091619,2941.3700485120453,12
1486,70.21323,113982.4064591693,6559.850005778101,12
1667,78.3623,114040.35125725482,4340.928792469085,12
271,100.94386,114086.0163630308,12788.148319199467,12
2985,17.629166,114086.0163630308,10662.226588115744,12
65,54.249287,114137.18174765375,7552.010770347952,12
6931,4.557507,114175.55578612097,10096.209520724322,12
5878,160.5961,114175.55578612097,3277.1428851001783,12
654,159.01828,114188.3471322767,5650.577164297437,12
4162,16.733898,114226.72117074393,10295.754520753837,12
6514,38.846363,114341.84328614557,4434.120144886717,12
7914,7.9536943,114380.21732461278,14409.451444439306,12
5211,240.51949,114475.38494001146,14976.312740677007,12
3475,101.898796,114504.54920924654,9715.769303360346,12
3867,109.51949,114604.06588233821,13921.141804943994,12
6633,12.778408,114636.04424772755,6980.237597186444,12
6760,22.015812,114712.79232466198,4931.063943037153,12
976,154.79561,114738.37501697347,7667.132885749596,12
860,136.58437,114776.74905544065,6502.480818269615,12
3589,58.306698,114789.54040159637,11811.529040208836,12
751,56.47284,114891.8711708423,3192.7200004723045,12
3839,11.998966,114904.66251699807,13912.507646288872,12
6180,237.85577,114914.00019969174,9236.113009539393,12
6700,31.419851,115006.99328624396,5623.715337370387,12
1123,86.10694,115224.4461708915,4144.396154459242,12
7266,55.145836,115237.23751704725,5241.893654621596,12
1157,88.78912,115250.02886320301,3267.549375483374,12
5818,182.61954,115326.77694013741,3392.2650005018227,12
7677,4.2993827,115377.94232476037,8649.508270510307,12
7406,4.346115,115557.02117094072,21439.575291633133,12
2544,28.241571,115580.81307479038,16205.08782643571,12
3376,118.533745,115646.94433441556,9798.8682836611,12
536,208.89374,115783.68382482039,11427.251418998145,13
3926,87.74173,115828.47911905778,7572.32982371634,13
1889,40.751556,115915.17886330141,6788.367404850367,13
6148,81.026924,116004.71828639152,7373.571491475401,13
4152,317.315,116092.8506614046,11425.658896401754,13
7907,12.384259,116094.25770948172,15284.379521491815,13
3313,125.37223,116337.29328644076,9697.119520665283,13
3711,41.947998,116350.21254605806,12686.476304280577,13
7908,12.384259,116401.25001721943,16638.98307938451,13
3336,158.54305,116426.83270953089,14681.907117556533,13
3944,90.298065,116490.78944030961,3371.1592793448553,13
985,119.42878,116541.95482493256,9581.997405263633,13
7596,22.139606,116567.53751724405,13801.222934733949,13
649,187.26065,116631.49424802275,5353.17836617652,13
1792,54.22572,116650.70684994868,9542.667853238589,13
3816,114.27587,116657.07694033421,5832.85384701671,13
3559,123.28684,116708.24232495716,9643.39586681118,13
7377,3.5273938,116708.24232495716,5456.788270038001,13
5765,174.11394,116708.24232495717,6573.472789433963,13
3293,135.67116,116874.52982498179,6763.42427984668,13
6223,192.24292,116989.6519403834,7623.002741512297,13
209,39.42824,117015.23463269489,3092.947500457545,13
5787,89.62013,117066.40001731784,1454.376057907456,13
7841,36.54446,117117.5654019408,8020.174039647976,13
6572,21.526144,117127.7984788654,3035.386442756722,13
783,147.25504,117168.73078656376,1891.8400964337093,13
6071,203.73329,117437.34905583425,6608.009424054457,13
5766,174.11394,117450.14040198998,4908.039519956825,13
1217,119.60596,117485.06077699517,8934.876807571753,13
1065,169.30661,117539.67982508015,3578.3790870678176,13
2130,55.026527,117552.47117123585,10667.982693885822,13
1465,126.47286,117616.4279020146,13120.083751940878,13
747,150.4157,117642.01059432606,5980.593895115488,13
5879,160.5961,117769.92405588346,10637.283463112053,13
6525,46.38562,118140.87309439987,9171.395193664433,13
7433,13.076054,118192.0384790228,7763.067981917636,13
7291,17.655386,118251.39032518545,16060.763067760512,13
7372,3.5273938,118319.95194058018,12836.115867283483,13
7988,60.104656,118345.53463289171,13169.970001948259,13
4502,24.940506,118438.45097136695,5865.9783170216115,13
3962,103.98502,118470.8898252179,15303.182800340748,13
6216,201.3359,118499.03078676053,3208.0696158591904,13
5034,199.38756,118508.49638291576,9103.741763846732,13
4075,105.51664,118656.3643444761,2348.4911541935708,13
7435,13.076054,118678.10963294088,11354.877982448977,13
6940,24.063635,118703.69232525234,9098.484520576723,13
8078,33.233223,118729.27501756385,10073.185097643991,13
1503,40.43889,118780.4404021868,6489.049904806088,13
193,49.59935,118857.18847912122,5241.893654621597,13
8187,12.541931,118908.35386374418,8733.93115513818,13
7237,11.081937,119151.38944070318,8820.272741689412,13
5952,185.11275,119317.67694072779,12540.635771085928,13
4579,33.257263,119343.25963303927,3215.7444235526336,13
6480,15.979737,119399.92529650922,10853.003120355506,13
864,136.58437,119400.02762727841,12988.533710671414,13
8123,31.434721,119595.24915230734,17624.620257414936,13
6197,224.02777,119604.58683500101,11363.377831969467,13
4196,7.3679104,119608.29632538615,4709.875985312125,13
6701,31.419851,119611.87790230977,4485.925096817456,13
1102,309.6829,119752.5827100229,9501.411924482485,13
2677,19.689718,119789.16596002833,7572.847873235649,13
6704,31.419851,119867.70482542459,4764.136875704768,13
7929,21.712374,120030.41074852552,5728.706706616689,13
3176,134.48106,120059.57501776062,9808.404232220204,13
2928,6.887675,120228.42078701635,7569.66282804287,13
7900,12.384259,120277.02790240818,8839.45976092302,13
2542,28.241571,120289.8192485639,15556.835194609039,13
8171,46.722412,120322.82092164572,15891.802176389363,13
3233,79.86316,120328.19328703117,4917.633029573628,13
1240,80.23771,120392.15001780982,7402.352020325812,13
3422,46.302246,120392.15001780984,18208.481252693615,13
1940,64.88995,120456.10674858853,8852.890674386546,13
6517,38.846363,120545.64617167869,9541.70466487306,13
7204,38.883312,120750.30771017051,1350.766154045975,13
1863,26.315783,120763.09905632626,5612.203125830223,13
5895,242.88655,120801.47309479347,8154.48317428323,13
3409,111.36749,120852.6384794164,12306.554136435912,13
2987,17.629166,120903.80386403936,16890.33303134477,13
6079,203.73329,120954.96924866232,3810.5420197944695,13
7047,30.693413,121192.88828715903,5949.127183572374,13
3725,133.95296,121196.00937562107,7035.580635463862,13
243,64.665504,121196.21403715955,5400.877295991269,13
3018,20.300251,121210.79617177708,7490.612308800407,13
7826,21.951656,121300.33559486725,5754.18706815892,13
3781,147.9282,121322.46462371666,8526.174110876675,13
7983,60.104656,121389.87501795738,16366.527406267278,13
7724,26.413164,121479.41444104759,7352.465770318432,13
8302,112.25759,121530.57982567055,12496.50562684863,13
4574,33.257263,121581.7452102935,6057.341972049919,13
4569,79.738495,121620.11924876072,5368.527981563407,13
390,54.039318,121645.70194107218,4574.185385292053,13
3043,6.6599073,121645.70194107218,3868.1030774952924,13
4841,213.82918,121667.83096992162,20429.820030426064,13
8117,23.49589,121682.2851910776,11536.88604689898,13
621,326.54654,121748.03271031809,7812.954231925012,13
6427,13.478595,121822.98999879073,5360.5845556006925,13
4481,15.671429,121824.78078725252,10069.347693797268,13
7053,4.1379266,121850.363479564,12291.204521049027,13
3509,140.36891,121875.94617187548,12189.513319110905,13
1201,85.200554,121914.32021034267,4251.843462167444,13
2470,27.522736,121978.2769411214,5698.5447123814565,13
911,295.2125,121978.5327680445,3837.4038467215205,13
7091,25.168598,122221.31251808039,11487.26841516087,13
1720,52.15741,122413.18271041648,5234.218846928154,13
5750,38.3758,122413.1827104165,10971.137597776826,13
3162,97.15881,122502.7221335067,5320.560433479389,14
7702,5.4345107,122592.26155659682,9144.533366737382,14
2698,38.8643,122630.63559506403,10186.388511122273,14
6285,26.83466,122707.38367199848,11750.130578661292,14
43,98.33422,122771.34040277716,4478.250289124015,14
1849,34.00876,122950.41924895748,5717.731731615066,14
3800,29.326443,123014.3759797362,4065.7293756014496,14
2508,22.197142,123027.16732589193,15180.76961763033,14
2533,18.706116,123036.50500858562,10082.260557741483,14
718,112.26112,123129.49809513784,4696.9823083871415,14
6183,237.85577,123180.66347976078,7590.384808815168,14
2539,18.706116,123196.01309514769,13559.850232775165,14
888,132.31612,123206.24617207228,1976.2629810615826,14
3594,74.96866,123308.5769413182,12970.425001918738,14
4503,24.940506,123423.69905671984,12519.53004992896,14
6025,124.206345,123436.49040287558,4750.705962241241,14
2510,34.016243,123513.23847980998,6769.180385616762,14
6020,124.206345,123589.98655674445,8123.783943509457,14
861,136.58437,123602.77790290017,4449.469760273602,14
2724,29.07668,123641.1519413674,11846.065674829337,14
833,171.42734,123694.23602791369,11278.41771080305,14
760,117.26942,123825.34732601001,5640.983654680635,14
4361,42.775,123833.02213370345,5997.8622124257345,14
4179,9.430191,123858.60482601491,7718.937837680338,14
122,51.15682,123935.35290294935,4315.160625638349,14
5821,81.92224,123948.1442491051,7774.5801934577985,14
7687,14.959192,124076.05771066248,8323.328943538978,14
7241,68.84874,124178.3884799084,3154.34596200509,14
2142,37.998817,124195.01722991085,10752.98118909071,14
1109,309.6829,124441.89021071662,11425.102472843984,14
2577,58.077995,124447.00674917886,11429.707357460044,14
1466,126.47286,124549.33751842484,12114.683944099841,14
2038,49.549534,124613.29424920352,5982.512597038849,14
6027,124.206345,124664.45963382647,7615.327933818859,14
5668,1089.485,124760.3947299945,14128.361612666959,14
8232,24.37103,124830.74713385105,10284.242309213672,14
6163,575.9806,124880.12173001221,10608.234315992371,14
1728,52.15741,124894.70386462976,6569.635385587241,14
5256,433.94748,124920.28655694124,7870.515289625837,14
752,56.47284,124958.66059540847,7789.929808844687,14
6697,24.096428,124973.4985569491,15733.66276386597,14
6712,17.83481,125055.87482619206,11981.526030618601,14
6415,12.151855,125137.73944158877,7603.81572227869,14
6479,28.112497,125165.24083582361,14752.89908872088,14
7325,16.64761,125201.69617236743,10103.88432841776,14
2480,26.609756,125240.07021083467,6715.456731762661,14
8131,23.546463,125252.86155699039,13308.11654043023,14
384,68.58108,125316.81828776916,5140.202452683477,14
3385,176.28096,125329.60963392486,10834.909761218212,14
7716,26.575855,125495.89713394943,3551.5172601407676,14
7525,14.8723545,125547.19043203397,14703.032025732738,14
2071,60.86941,125559.85386472815,8814.516635919332,14
1331,115.188896,125636.60194166258,9965.737789935785,14
1452,38.80647,125684.18574936193,10479.949905396472,14
3779,100.74752,125750.06118206395,16771.124080846363,14
1219,119.60596,125764.51540321994,5452.95086619128,14
2940,15.618823,125909.51810324141,12301.442714512083,14
3230,79.86316,126071.50771095767,8910.451732087367,14
2507,22.197142,126122.6730955806,16581.422021683684,14
3737,29.680702,126130.09207635096,5475.97528927161,14
1474,99.90126,126135.46444173637,10339.884664991137,14
773,19.23379,126148.25578789208,9040.9234628759,14
1202,85.200554,126186.62982635935,3311.6795197206725,14
277,100.94386,126263.37790329375,4330.510241025237,14
2402,16.129852,126360.46422061577,10569.342228005848,14
6433,26.686504,126429.66540331833,6537.017452890108,14
1228,67.67703,126468.03944178554,2945.207452358766,14
1249,80.23771,126570.37021103146,4368.88427949245,14
6545,34.97718,126608.74424949868,7433.051251099585,14
6175,152.13943,126685.4923264331,13569.060002007294,14
1511,114.54365,126698.28367258882,6111.0656259040215,14
7035,60.159092,126787.82309567905,5848.203462403597,14
1868,26.315783,126813.40578799052,10088.534713030878,14
7692,13.619173,126890.15386492491,3979.387789050216,14
5939,67.399086,126928.52790339215,2726.47543309564,14
6992,70.651955,127142.65503803923,9554.636715836514,14
6419,12.151855,127145.98078803968,1404.4898079000764,14
1085,89.92519,127222.72886497412,7509.799328034016,14
691,133.4445,127273.89424959706,4317.079327561711,14
251,54.15656,127273.89424959707,8277.28009737832,14
201,39.42824,127299.47694190858,9148.370770584104,14
6347,22.14924,127350.64232653151,16531.535771676306,14
6512,38.846363,127473.43924962662,13203.739155799409,14
3118,9.857168,127478.55578808888,9217.444039825092,14
846,146.05061,127516.92982655611,9200.175722514845,14
83,40.371567,127529.72117271188,5130.6089430666725,14
2710,67.027565,127555.3038650233,16412.57625242794,14
6084,404.87186,127798.33944198235,5923.032837414665,14
3885,87.20996,127805.75842275267,7067.692030853227,14
596,319.76175,127823.9221342938,6049.667164356475,14
2252,35.907143,127857.17963429875,12434.339684531744,14
3759,28.205776,127875.08751891681,7864.759183855755,14
7207,38.883312,127926.25290353975,9403.558126391084,14
1981,813.6556,127939.04424969546,8507.52432818161,15
4008,127.7897,127966.16190354568,17141.91322753584,15
1879,59.000076,128050.58478817352,9278.305264834096,15
248,64.665504,128066.95771125285,2879.9715869645006,15
6162,575.9806,128156.49713434301,12185.675915264186,15
5768,174.11394,128169.28848049876,8213.962933907413,15
7363,8.802377,128194.87117281025,14163.857598249131,15
705,212.86377,128271.61924974472,6162.870577834763,15
8102,21.334108,128297.20194205616,22467.9995225545,15
4511,34.058643,128297.20194205616,3822.054231334633,15
3863,109.51949,128322.78463436765,11585.122213252267,15
3712,41.947998,128368.32182668208,17805.784093018658,15
6567,34.554947,128373.95001899058,5376.202789256849,15
3950,94.18676,128403.37011514878,12963.3258048023,15
890,142.93713,128412.3240574578,7657.539376132792,15
6357,7.7411227,128476.28078823649,18718.855964307575,15
7297,17.655386,128578.6115574824,6738.48115484299,15
5855,119.457886,128923.97790368734,3904.5584140391456,15
8264,26.52439,128938.04838445864,17587.013699717063,15
6667,41.945633,128975.1432883103,3566.866875527652,15
4477,19.454187,129028.61111524126,10803.443049675097,15
3519,41.42308,129090.26540371194,15199.956636863943,15
1248,80.23771,129192.59617295783,4167.420577539571,15
