,weight,CONS_Total,vatax,table_row
1556,273.71152,41584.66635230555,1749.8561541050135,2
6948,24.063635,41630.71519846619,3273.3054812534565,2
7890,13.027424,41750.953852330145,5249.568462315039,2
7926,21.712374,41813.11979464702,4706.307199734672,2
7729,26.413164,41866.075967731784,3919.9080294260325,2
4252,31.134459,41878.86731388753,5211.1944238478245,2
4112,124.01294,41901.12425619851,4639.459624724785,2
821,87.6315,41993.98942928917,2757.174663869412,3
6332,70.28125,42006.7807754449,3549.598558217406,3
7219,37.098106,42160.27692931377,3177.3703850854185,3
6004,73.425,42198.65096778098,5117.178029603147,3
3184,50.455013,42237.025006248194,2459.775865748494,3
2509,22.197142,42427.10441012248,4115.347007339561,3
7738,20.879675,42633.556737076084,4445.6323564268805,3
1891,61.072063,42659.139429387564,4883.096394953134,3
6564,34.554947,42671.930775543304,4589.535000678939,3
6569,34.554947,42710.304814010524,3576.460385144457,3
8004,30.57457,42902.175006346595,3062.248269683773,3
4072,105.51664,43004.5057755925,5222.706635387989,3
6348,22.14924,43106.836544838414,5433.763846957672,3
6260,255.52666,43132.419237149894,11178.357405499786,3
5598,340.4726,43145.33849676719,5128.709428162545,3
1199,146.16542,43205.58573716071,3614.834423611672,3
6383,22.49,43375.45481410891,2221.8568272517596,3
3286,123.47266,43401.03750642038,1755.6122598750949,3
1257,59.44499,43464.99423719908,7340.953558778266,3
4293,19.466852,43464.99423719908,3503.5497120567475,3
7096,25.168598,43503.36827566629,5005.893318048223,3
503,55.937046,43541.74231413351,1093.6600963156332,3
4843,213.82918,43580.11635260074,6498.643414422894,3
3502,140.36891,43874.317314182714,3442.1512505092037,3
7892,13.027424,43925.48269880567,6212.756827842142,3
7742,20.637037,43989.43942958435,1492.750096374671,3
788,147.25504,44015.02212189585,2672.7517792415383,3
8319,51.17917,44066.187506518785,3202.313510089108,3
7992,35.037315,44086.397833444855,6459.463521147867,3
493,18.757757,44130.144237297485,5291.7799046289765,3
7853,7.851349,44155.726929608965,5652.4958662208,3
8071,33.233223,44462.719237346675,2064.5232695361774,3
2031,49.549534,44488.301929658155,1423.676827133684,3
6263,255.52666,44501.09327581389,7045.4734625807105,3
956,107.31629,44513.884621969635,2221.8568272517596,3
1398,148.207,44572.596900824465,6351.210358631853,3
3596,74.96866,44577.84135274833,3937.17634673628,3
8098,42.030693,44590.63269890405,3399.939808195266,3
2770,42.055122,44782.50289124013,5284.105096935532,3
813,128.22206,45038.329814354904,6097.634712440495,3
4294,19.466852,45281.36539131393,1722.994327177962,3
3775,100.74752,45460.444237494274,2306.2797118796334,3
3287,123.47266,45652.31442983035,5113.340625756426,3
373,55.34569,45920.93269910086,4297.8923083281015,3
8188,12.541931,46048.84616065824,4336.266346795317,3
2163,16.414694,46048.84616065824,10955.78798238994,3
2780,48.005577,46125.594237592675,6074.6102893601665,3
6100,213.509,46163.96827605989,5596.853510443336,3
4282,48.66972,46227.92500683859,2248.718654178811,3
7910,7.9536943,46803.53558384682,4921.47043342035,3
2611,99.4285,46841.90962231402,3092.9475004575456,3
7394,17.688889,46982.61443002714,8152.564472359869,3
7099,25.168598,47033.7798146501,5648.658462374077,3
8019,57.506775,47123.31923774027,3952.525962123166,3
702,212.86377,47238.44135314191,4691.226202617058,3
6343,22.14924,47238.44135314191,4484.006394894097,3
6131,328.41,47264.02404545339,6203.163318225338,3
7979,21.691416,47353.56346854355,4708.494519927304,3
3288,123.47266,47430.31154547799,2340.816346500127,3
4154,317.315,47448.85899740381,6887.084618807279,3
6935,4.557507,47532.6423147239,5360.853173869964,3
4750,230.34753,47781.30608399146,7119.228364514699,3
4506,24.940506,47865.217314773094,2716.8819234788357,3
6349,22.14924,47967.548084019,3012.362019676393,3
6402,4.615485,48261.749045600984,4971.356683427729,3
161,43.80128,48325.705776379684,5222.70663538799,3
6161,575.9806,48465.131449477216,7200.696448180595,3
4173,9.430191,48504.78462256001,3488.200096669862,3
3203,56.280556,48504.78462256002,3626.3466351518373,3
5885,281.81128,48543.15866102723,2521.1743272960384,3
3081,3.5855932,48568.74135333871,3599.4848082247863,3
1079,95.788826,48607.1153918059,7214.319231836455,3
3217,54.32797,48735.0288533633,5959.488173958521,3
6623,17.141768,48760.61154567478,3050.7360581436087,3
3406,111.36749,48811.77693029774,667.7082693295446,3
762,117.26942,48824.56827645348,6460.26937595568,3
1650,49.662926,48990.85577647808,3480.525288976419,3
1178,78.390396,49093.18654572398,1911.027115667317,3
6303,9.74755,49118.76923803546,644.6838462492154,3
4295,19.466852,49144.351930346915,2920.2643273550766,3
6942,24.063635,49169.9346226584,2808.9796158001527,3
3905,31.466661,49221.10000728136,7363.977981858596,3
6983,24.063637,49285.05673806007,4200.038510236704,3
1959,36.25198,49323.43077652728,2517.336923449317,3
7703,5.4345107,49387.38750730597,4921.47043342035,3
7951,101.408806,49502.5096227076,5380.04019310357,3
5871,160.5961,49515.30096886335,7362.059279935235,3
4151,317.315,49540.88366117483,2964.3944715923744,3
7396,17.688889,49604.84039195351,6143.683558601153,3
2140,37.998817,49758.33654582237,3208.0696158591904,3
6934,4.557507,49835.08462275682,2478.962884982102,3
6387,22.49,49911.83269969123,1592.5225963894309,3
1139,110.92172,50116.49423818305,7479.100097260242,3
1480,70.21323,50269.99039205191,6868.95288563152,3
3954,94.18676,50295.5730843634,2542.2800484530067,3
2132,55.026527,50385.11250745356,3793.273702484223,3
4197,7.3679104,50397.90385360929,2287.092692646026,3
6773,15.477668,50423.48654592078,8925.801347474255,3
4286,48.66972,50474.651930543725,5606.447020060141,3
183,44.88992,50595.4022382539,3393.1092293481033,3
6345,22.14924,50717.687507502764,6345.147260554033,3
6765,22.015812,50756.06154596997,2102.8973080033934,3
4473,19.454187,50768.852892125724,2210.344615711596,3
6566,34.554947,50781.64423828146,4286.380096787938,3
4255,31.134459,50794.4355844372,7475.262693413522,3
1073,95.788826,50851.10124790711,3813.2857635448763,3
504,55.937046,50883.97500752736,1013.0746155344814,3
3400,111.36749,50909.55769983883,4781.405193015014,3
6782,8.756352,50922.349045994575,3217.6631254759945,3
3786,147.9282,50973.51443061752,4017.761827517431,3
4676,44.024868,51011.88846908475,1458.2134617541776,3
4476,19.454187,51063.053853707686,1262.50586557138,3
2978,8.147934,51267.715392199505,5241.893654621596,3
6055,86.38418,51293.298084511,2912.589519661634,3
3493,154.19025,51370.04616144542,6324.041539397065,3
2856,32.79845,51421.21154606837,3979.3877890502163,3
2981,17.629166,51549.12500762577,6254.96827015608,3
3236,79.86316,51600.2903922487,4163.5831736928485,4
7350,24.085175,51932.865392297914,4904.202116110104,4
4233,21.399605,52035.19616154381,5092.234904599457,4
959,107.31629,52086.36154616677,5990.187404732293,4
1165,55.20113,52124.73558463399,6041.992356663033,4
6900,72.4451,52207.36768080006,5991.338625886309,4
2970,8.147934,52214.27500772415,1776.7179810320636,4
4274,36.542923,52316.60577697004,652.3586539426585,4
8006,30.57457,52354.97981543727,3085.2726927641015,4
3241,49.920124,52354.97981543727,3547.679856294045,4
6478,28.112497,52457.31058468319,3816.2981255645523,4
4266,19.834152,52495.6846231504,2475.12548113538,4
7060,22.559658,52514.104161614654,3709.6950467026277,4
6230,239.465,52546.85000777333,1711.482115637798,4
4285,48.66972,52725.92885395369,3879.6152890354565,4
4543,16.802084,52786.30400780878,1174.2455770967852,4
3481,170.756,52802.67693088813,4223.062933317034,4
1860,26.315783,52815.46827704386,2555.710961916532,4
7323,16.64761,52905.007700134025,4443.71365450352,4
7989,60.104656,53032.92116169141,3975.5503852034944,4
5753,38.3758,53109.66923862583,5940.301154724912,4
158,28.634676,53109.669238625844,2751.4185580993303,4
4210,8.476808,53212.00000787175,7613.409231895496,4
7138,20.65163,53305.24892134707,6065.573203301137,4
8174,46.722412,53339.91346942912,1872.6530772001015,4
6609,19.979324,53403.87020020782,5913.439327797862,4
3084,3.5855932,53467.82693098649,1204.9448078705573,4
2771,42.055122,53570.15770023243,2785.9551927198236,4
4311,17.630356,53595.740392543885,2290.9300964927475,4
3517,41.42308,53659.697123322585,5616.040529676945,4
6316,15.227603,53735.166065641446,7868.40471751014,4
6147,81.026924,53813.19327719145,3559.192067834209,4
2892,25.940062,53889.941354125884,1813.1733175759184,4
7084,26.70327,53915.524046437364,3294.4112024104256,4
5000,39.07786,53928.3153925931,4036.948846751039,4
27,45.856003,54047.146998379896,4254.3185876485795,4
7919,7.9536943,54414.38654651115,7245.018462610229,4
6002,73.425,54516.71731575706,5924.951539338026,4
4505,24.940506,54619.04808500297,3714.606923626431,4
2971,8.147934,54619.04808500298,3772.1679813272544,4
7378,3.5273938,54798.1269311833,4896.527308416658,4
3875,177.96039,54869.63055619388,4047.674390502626,4
6337,70.28125,54900.45770042921,4551.160962211722,4
1019,182.64189,54926.04039274069,2759.093365792773,4
6495,29.237001,54938.831738896435,2208.4259137882345,4
6619,15.618056,54951.62308505217,2747.5811542526085,4
7681,14.959192,55079.53654660955,8691.719712824244,4
1,102.17764,55107.677508152185,8131.842491587574,4
4250,31.134459,55117.91058507677,5782.96759700933,4
7965,20.657774,55296.98943125711,6939.94485679587,4
6620,17.141768,55386.52885434728,5640.983654680635,4
2965,24.874031,55386.52885434728,9413.15163600789,4
3329,58.939434,55412.11154665875,4904.202116110102,4
107,54.682346,55669.85717169689,2308.7548373607688,4
7054,4.1379266,55858.529527494014,6721.020967340405,4
5717,1200.5664,55870.80921980353,1864.9782695066585,4
283,55.652454,55923.765392888294,3902.639712115787,4
1193,146.16542,56192.38366215879,5493.243606581855,4
1081,89.92519,56230.757700625996,3254.118462019849,4
120,51.15682,56281.92308524897,3929.5015390428357,4
3235,79.86316,56307.50577756044,5602.609616213419,4
8181,12.541931,56380.67227757127,4896.52730841666,4
1707,43.312157,56448.21058527357,7362.059279935237,4
2192,18.342403,56481.21225835537,4313.24192371499,4
2168,16.414694,56512.167316052255,5253.405866161761,4
978,154.79561,56512.16731605226,2490.4750965222665,4
3343,90.01083,56588.915392986695,3330.86653895428,4
3175,134.48106,56640.08077760965,4827.454039175673,4
1532,55.552864,56704.03750838833,3800.9485101776654,4
6523,46.38562,56767.994239167034,3634.02144284528,4
2505,22.197142,56895.907700724405,6101.472116287217,4
2014,12.369762,56934.28173919164,2185.4014907079054,4
6634,12.778408,56947.07308534736,840.3914424320129,4
745,150.4157,57049.40385459326,1880.3278848935447,4
4195,7.3679104,57354.605373869184,7705.238305947543,4
3937,59.32726,57356.396162330995,2935.6139427419635,4
5801,367.36108,57535.47500851132,3242.6062504796832,4
6335,70.28125,57663.38847006872,2571.0605773034185,4
3218,54.32797,57714.55385469167,5909.601923951141,4
6989,24.063637,57734.764181617735,5528.8930883179,4
4665,21.337622,57765.71923931462,1462.0508656008992,4
4292,19.466852,57765.719239314625,4036.948846751039,4
7436,13.076054,58047.12885474086,5159.389471917084,4
447,33.06623,58136.66827783104,2613.272019617356,4
3793,101.49925,58193.33394130096,3285.6427346206665,4
6297,20.221272,58213.41635476546,7292.986010694249,4
712,112.26112,58238.99904707693,1402.5711059767154,4
8233,24.37103,58251.79039323267,8185.182405057,4
7797,45.756638,58379.70385479007,5602.609616213419,4
2775,42.055122,58597.15673943761,4338.185048718679,4
904,187.0715,58661.113470216296,5092.234904599456,4
4521,51.98695,58699.48750868352,1982.0190868316656,4
1663,78.3623,58750.65289330647,4476.331587200653,4
2852,32.79845,58942.52308564253,2622.865529234158,4
7930,19.531248,58942.523085642555,2686.1826927050643,4
6308,9.74755,58993.68847026551,8624.565145506618,4
7844,36.54446,59045.62133565781,8856.84320034867,4
6137,328.41,59134.39327797862,3528.4928370604375,4
4165,16.733898,59262.306739536005,7872.433991549197,4
4329,33.32862,59287.88943184749,3962.1194717399703,4
6336,70.28125,59300.68077800321,4658.608269919924,4
3264,91.7781,59313.472124158965,7350.547068395073,4
4215,8.476808,59633.25577805242,5736.918750848673,4
5240,444.14014,59686.33986459875,8945.27617199637,4
929,409.7531,59710.003854986855,3338.541346647722,4
3571,94.13754,59735.58654729831,6189.732404761811,4
845,146.05061,59735.586547298335,6013.211827812622,4
2959,24.99478,59889.082701167186,2939.4513465886844,4
3261,91.7781,59965.83077810162,3795.192404407583,4
6559,9.132086,60143.118835820154,6247.0248441933645,4
2615,99.4285,60196.07500890492,2171.970577244381,4
3167,97.15881,60208.86635506064,2553.7922599931717,4
3204,56.280556,60208.86635506065,5640.983654680633,4
2162,16.414694,60336.77981661804,5393.471106567096,4
8002,30.57457,60451.90193201967,7870.515289625836,4
5919,560.28674,60579.81539357706,9010.224232102128,4
7680,14.959192,60618.18943204428,7385.083703015565,4
4486,15.671429,60630.98077820001,840.3914424320129,4
3425,46.302246,60682.146162822966,3752.980962093646,4
8204,28.969337,60963.55577824921,1776.717981032064,5
450,25.910109,60963.555778249225,9086.97230903656,5
8234,24.37103,61065.88654749514,4224.981635240394,5
6946,24.063635,61168.21731674102,2690.020096551785,5
1834,51.473965,61564.74904756891,5057.698269978962,5
6389,22.49,61679.87116297058,4401.5022121895845,5
6058,86.38418,61731.16446105507,4225.000822259627,5
675,221.30803,61782.201932216456,2333.141538806684,5
4548,16.802084,61935.69808608533,3488.2000966698615,5
